timestamp,sample_number,experiment_id,workload_id,workload_type,elapsed_seconds,cpu_percent,cpu_frequency_mhz,load_1m,cpu_core_avg,cpu_core_max,memory_percent,memory_used_mb,memory_available_mb,memory_cached_mb,swap_percent,swap_used_mb,disk_read_mbps,disk_write_mbps,disk_usage_percent,network_rx_mbps,network_tx_mbps,network_packets_sent,network_packets_recv,network_errors_in,network_errors_out,network_drops_in,network_drops_out,source_file
2026-08-23T11:45:26.466,1,EXP001,M001,memory_intensive,0.0199,25.0,4.0,2.18,30.0,100.0,55.5,6470.94,7285.91,0.0,19.4,396.38,0.0,0.0,5.4,0.0,0.0,8353069,31553427,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:27.459,2,EXP001,M001,memory_intensive,0.9925,14.3,4.0,2.18,14.55,43.9,55.7,6498.98,7250.56,0.0,19.4,396.38,0.0,0.0,5.4,0.0256,0.0256,8353119,31553571,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:28.459,3,EXP001,M001,memory_intensive,1.0,15.1,4.0,2.0,15.08,45.0,55.7,6494.84,7255.72,0.0,19.4,396.38,0.0039,0.0,5.4,0.0762,0.0049,8353154,31553906,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:29.454,4,EXP001,M001,memory_intensive,0.9952,14.2,4.0,2.0,14.23,41.4,56.1,6568.23,7190.97,0.0,19.4,396.38,0.0,0.0079,5.4,0.1099,0.0059,8353190,31554401,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:30.459,5,EXP001,M001,memory_intensive,1.0048,13.1,4.0,2.0,13.23,42.4,55.9,6528.5,7228.23,0.0,19.4,396.38,0.0,0.0,5.4,0.1089,0.0029,8353214,31554876,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:31.464,6,EXP001,M001,memory_intensive,1.0046,15.7,4.0,2.0,15.65,44.4,56.7,6647.88,7101.64,0.0,19.4,396.38,0.0,0.0,5.4,0.1351,0.0243,8353276,31555425,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:32.459,7,EXP001,M001,memory_intensive,0.9954,13.8,4.0,2.0,13.86,41.4,56.5,6633.33,7119.78,0.0,19.4,396.38,0.0,0.0039,5.4,0.1403,0.0049,8353314,31555975,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:33.456,8,EXP001,M001,memory_intensive,0.9967,11.8,4.0,1.84,11.81,36.4,56.4,6612.2,7140.53,0.0,19.4,396.38,0.0,0.972,5.4,0.147,0.0029,8353343,31556597,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:34.459,9,EXP001,M001,memory_intensive,1.0033,12.1,4.0,1.84,12.2,38.4,56.3,6597.56,7160.2,0.0,19.4,396.38,0.0,0.0,5.4,0.1684,0.0039,8353377,31557260,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:35.459,10,EXP001,M001,memory_intensive,1.0,11.9,4.0,1.84,11.96,38.0,56.1,6570.34,7188.08,0.0,19.4,396.38,0.0,0.0,5.4,0.2207,0.0039,8353404,31558074,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:36.465,11,EXP001,M001,memory_intensive,1.0062,17.7,4.0,1.84,17.69,40.8,56.3,6590.25,7166.56,0.0,19.4,396.38,0.1009,0.0699,5.4,0.1,0.0039,8353433,31558461,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:37.459,12,EXP001,M001,memory_intensive,0.9937,24.7,4.0,1.84,24.75,60.6,56.3,6593.95,7160.34,0.0,19.4,396.38,0.0,0.0,5.4,0.0285,0.0029,8353455,31558598,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:38.459,13,EXP001,M001,memory_intensive,1.0,17.5,4.0,1.77,17.51,42.0,56.1,6556.34,7196.06,0.0,19.4,396.38,0.0,0.0,5.4,0.0342,0.0039,8353482,31558764,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:39.456,14,EXP001,M001,memory_intensive,0.997,20.1,4.0,1.77,20.04,48.5,56.6,6648.88,7109.62,0.0,19.4,396.38,0.0627,0.0,5.4,0.0421,0.0029,8353512,31558937,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:40.459,15,EXP001,M001,memory_intensive,1.003,20.2,4.0,1.77,20.24,46.5,56.6,6654.58,7109.0,0.0,19.4,396.38,0.0,2.5198,5.4,0.0185,0.0078,8353537,31559027,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:41.465,16,EXP001,M001,memory_intensive,1.0063,19.9,4.0,1.77,19.91,43.4,56.9,6697.14,7054.48,0.0,19.4,396.38,0.0466,0.5667,5.4,0.0311,0.0068,8353566,31559172,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:42.459,17,EXP001,M001,memory_intensive,0.9937,15.2,4.0,1.77,15.24,42.4,56.7,6671.19,7090.38,0.0,19.4,396.38,0.0,0.0,5.4,0.0138,0.0108,8353596,31559260,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:43.458,18,EXP001,M001,memory_intensive,0.9991,14.2,4.0,1.71,14.26,43.0,56.7,6660.02,7100.75,0.0,19.4,396.38,0.0,0.0,5.4,0.0332,0.0029,8353623,31559407,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:44.456,19,EXP001,M001,memory_intensive,0.9978,16.7,4.0,1.71,16.77,46.9,56.7,6665.92,7088.61,0.0,19.4,396.38,0.0,0.0,5.4,0.0137,0.002,8353644,31559487,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:45.459,20,EXP001,M001,memory_intensive,1.0031,16.4,4.0,1.71,16.54,48.0,56.7,6654.56,7099.81,0.0,19.4,396.38,0.0623,0.0428,5.4,0.0224,0.0029,8353667,31559593,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:46.462,21,EXP001,M001,memory_intensive,1.003,20.3,4.0,1.71,20.46,50.5,56.5,6634.0,7125.22,0.0,19.4,396.38,0.0,0.0039,5.4,0.0195,0.0166,8353701,31559710,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:47.467,22,EXP001,M001,memory_intensive,1.0045,17.7,4.0,1.71,17.48,46.0,56.6,6641.22,7115.77,0.0,19.4,396.38,0.0117,0.0039,5.4,0.0262,0.0019,8353724,31559836,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:48.459,23,EXP001,M001,memory_intensive,0.9925,15.3,4.0,1.65,15.28,38.4,56.6,6641.22,7115.77,0.0,19.4,396.38,0.0,0.0,5.4,0.0423,0.003,8353745,31560037,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:49.454,24,EXP001,M001,memory_intensive,0.995,16.9,4.0,1.65,16.96,33.7,56.1,6593.48,7185.19,0.0,19.4,396.38,0.0,0.0,5.4,0.0137,0.002,8353761,31560118,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:50.459,25,EXP001,M001,memory_intensive,1.005,22.7,4.0,1.65,22.77,44.0,56.4,6636.98,7137.33,0.0,19.4,396.38,0.0,0.4742,5.4,0.0165,0.0019,8353785,31560222,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:51.465,26,EXP001,M001,memory_intensive,1.0062,14.6,4.0,1.65,14.63,41.4,56.2,6611.72,7172.66,0.0,19.4,396.38,0.0893,0.0,5.4,0.0252,0.0136,8353830,31560346,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:52.459,27,EXP001,M001,memory_intensive,0.9938,15.8,4.0,1.65,15.77,43.4,56.4,6631.56,7145.77,0.0,19.4,396.38,0.0079,0.0,5.4,0.0246,0.0197,8353867,31560457,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:53.459,28,EXP001,M001,memory_intensive,1.0,19.2,4.0,1.68,19.3,49.0,56.4,6634.25,7147.48,0.0,19.4,396.38,0.0,0.0,5.4,0.0254,0.0068,8353894,31560564,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:54.459,29,EXP001,M001,memory_intensive,0.9999,12.4,4.0,1.68,12.5,38.8,56.3,6626.14,7152.36,0.0,19.4,396.38,0.0,0.0,5.4,0.0146,0.002,8353914,31560655,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:55.459,30,EXP001,M001,memory_intensive,1.0001,12.7,4.0,1.68,12.79,40.4,56.3,6611.17,7165.33,0.0,19.4,396.38,0.0,0.0117,5.4,0.04,0.0029,8353938,31560847,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:56.461,31,EXP001,M001,memory_intensive,1.0017,15.3,4.0,1.68,15.26,43.0,56.1,6583.39,7197.91,0.0,19.4,396.38,0.0,0.0,5.4,0.0312,0.0049,8353969,31560988,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:57.459,32,EXP001,M001,memory_intensive,0.9983,13.1,4.0,1.68,13.14,37.4,56.0,6568.05,7211.48,0.0,19.4,396.38,0.0,0.0,5.4,0.0293,0.0039,8354000,31561118,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:58.459,33,EXP001,M001,memory_intensive,1.0,13.0,4.0,1.95,13.23,42.4,55.8,6545.66,7233.55,0.0,19.4,396.38,0.0,0.0,5.4,0.0137,0.002,8354018,31561196,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:45:59.459,34,EXP001,M001,memory_intensive,0.9999,12.9,4.0,1.95,12.8,38.4,55.4,6473.7,7307.92,0.0,19.4,396.38,0.0,0.0,5.4,0.0322,0.0029,8354041,31561342,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:00.457,35,EXP001,M001,memory_intensive,0.998,11.6,4.0,1.95,11.7,39.4,55.4,6468.73,7313.56,0.0,19.4,396.38,0.0039,2.6536,5.4,0.0225,0.0068,8354072,31561448,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:01.466,36,EXP001,M001,memory_intensive,1.0083,12.3,4.0,1.95,12.31,40.6,56.0,6569.2,7214.7,0.0,19.4,396.38,0.0,0.4184,5.4,0.0232,0.0126,8354109,31561575,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:02.459,37,EXP001,M001,memory_intensive,0.9937,12.1,4.0,1.95,12.15,38.4,55.9,6555.03,7230.97,0.0,19.4,396.38,0.0,0.0039,5.4,0.0236,0.002,8354133,31561678,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:03.459,38,EXP001,M001,memory_intensive,1.0,12.1,4.0,1.95,12.14,39.8,55.8,6536.78,7244.14,0.0,19.4,396.38,0.0,0.0,5.4,0.0371,0.002,8354154,31561833,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:04.460,39,EXP001,M001,memory_intensive,1.0001,11.1,4.0,1.95,11.12,38.0,55.7,6519.31,7263.05,0.0,19.4,396.38,0.0,0.0,5.4,0.0205,0.0078,8354185,31561935,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:05.459,40,EXP001,M001,memory_intensive,0.9999,11.7,4.0,1.95,11.84,37.4,55.7,6519.31,7263.05,0.0,19.4,396.38,0.0,0.0039,5.4,0.0293,0.0029,8354208,31562064,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:06.465,41,EXP001,M001,memory_intensive,1.0059,13.5,4.0,1.95,13.67,43.0,55.8,6533.95,7246.64,0.0,19.4,396.38,0.0,0.0,5.4,0.0272,0.0039,8354250,31562213,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:07.460,42,EXP001,M001,memory_intensive,0.9941,14.3,4.0,1.95,14.26,44.9,55.8,6544.73,7238.84,0.0,19.4,396.38,0.0,0.0,5.4,0.0393,0.002,8354268,31562378,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:08.460,43,EXP001,M001,memory_intensive,1.0,13.2,4.0,1.79,13.14,40.0,55.8,6536.52,7244.19,0.0,19.4,396.38,0.0,0.0,5.4,0.0186,0.0029,8354297,31562482,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:09.460,44,EXP001,M001,memory_intensive,1.0,21.7,4.0,1.79,21.7,41.8,56.2,6601.05,7175.88,0.0,19.4,396.38,0.082,0.7617,5.4,0.0371,0.002,8354324,31562649,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:10.460,45,EXP001,M001,memory_intensive,1.0,26.2,4.0,1.79,26.24,45.5,56.9,6719.05,7062.52,0.0,19.4,396.38,8.414,7.4726,5.4,0.0439,0.0303,8354379,31562842,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:11.464,46,EXP001,M001,memory_intensive,1.0043,15.4,4.0,1.79,15.53,40.0,57.2,6754.17,7020.33,0.0,19.4,396.38,0.0,0.5679,5.4,0.0418,0.0088,8354426,31563026,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:12.459,47,EXP001,M001,memory_intensive,0.9955,19.4,4.0,1.79,19.4,45.9,56.8,6697.0,7078.45,0.0,19.4,396.38,0.0,0.0,5.4,0.0206,0.049,8354493,31563141,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:13.456,48,EXP001,M001,memory_intensive,0.997,14.4,4.0,1.81,14.39,38.0,56.7,6690.36,7088.44,0.0,19.4,396.38,0.0,0.0,5.4,0.0323,0.0029,8354522,31563296,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:14.456,49,EXP001,M001,memory_intensive,0.9996,14.4,4.0,1.81,14.46,34.7,56.7,6685.34,7093.69,0.0,19.4,396.38,0.0,0.0,5.4,0.0186,0.002,8354545,31563400,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:15.459,50,EXP001,M001,memory_intensive,1.0033,15.9,4.0,1.81,15.9,39.0,56.6,6681.16,7102.61,0.0,19.4,396.38,0.0,0.7047,5.4,0.0457,0.035,8354610,31563612,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:16.466,51,EXP001,M001,memory_intensive,1.0065,13.1,4.0,1.81,13.09,35.0,57.0,6741.25,7037.8,0.0,19.4,396.38,0.0,0.0,5.4,0.0097,0.001,8354627,31563682,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:17.460,52,EXP001,M001,memory_intensive,0.9937,15.9,4.0,1.81,15.86,37.4,57.1,6756.14,7022.61,0.0,19.4,396.38,0.0,0.6407,5.4,0.0324,0.0206,8354667,31563834,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:18.460,53,EXP001,M001,memory_intensive,1.0,10.2,4.0,1.75,10.22,35.0,57.1,6749.17,7029.88,0.0,19.4,396.38,0.0039,0.0508,5.4,0.0596,0.0146,8354711,31564001,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:19.460,54,EXP001,M001,memory_intensive,1.0,12.5,4.0,1.75,12.58,42.4,57.1,6742.16,7030.91,0.0,19.4,396.38,0.0039,0.3828,5.4,0.0293,0.0166,8354753,31564150,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:20.460,55,EXP001,M001,memory_intensive,1.0,11.1,4.0,1.75,11.11,37.8,56.4,6642.84,7136.48,0.0,19.4,396.38,0.0,1.457,5.4,0.0254,0.0078,8354780,31564275,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:21.465,56,EXP001,M001,memory_intensive,1.0057,12.2,4.0,1.75,12.37,39.0,56.6,6671.81,7105.94,0.0,19.4,396.38,0.0,0.0,5.4,0.033,0.0068,8354808,31564431,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:22.460,57,EXP001,M001,memory_intensive,0.9942,13.5,4.0,1.75,13.46,41.4,56.7,6686.25,7092.36,0.0,19.4,396.38,0.0236,0.0,5.4,0.0167,0.0344,8354863,31564543,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:23.459,58,EXP001,M001,memory_intensive,0.9997,18.0,4.0,1.77,18.03,46.5,56.7,6682.31,7099.17,0.0,19.4,396.38,0.0,0.0117,5.4,0.0254,0.0195,8354902,31564681,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:24.460,59,EXP001,M001,memory_intensive,1.0003,13.7,4.0,1.77,13.82,42.0,56.6,6673.48,7102.84,0.0,19.4,396.38,0.0,0.0117,5.4,0.0264,0.0029,8354927,31564807,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:25.460,60,EXP001,M001,memory_intensive,1.0,11.2,4.0,1.77,11.38,37.4,56.6,6673.48,7102.84,0.0,19.4,396.38,0.0156,0.0,5.4,0.0283,0.0088,8354952,31564943,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:26.461,61,EXP001,M001,memory_intensive,1.0015,11.8,4.0,1.77,11.62,38.4,56.6,6658.86,7116.12,0.0,19.4,396.38,0.0,0.0,5.4,0.0146,0.001,8354969,31565025,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:27.460,62,EXP001,M001,memory_intensive,0.9985,14.3,4.0,1.77,14.31,37.4,56.3,6626.58,7157.39,0.0,19.4,396.38,0.0,0.8607,5.4,0.0293,0.0078,8354999,31565159,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:28.460,63,EXP001,M001,memory_intensive,1.0,12.1,4.0,1.7,12.15,42.0,56.3,6621.22,7166.27,0.0,19.4,396.38,0.0,0.0,5.4,0.041,0.0059,8355052,31565378,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:29.460,64,EXP001,M001,memory_intensive,1.0,16.9,4.0,1.7,17.0,48.5,56.7,6684.56,7100.8,0.0,19.4,396.38,0.0,0.0,5.4,0.0371,0.0039,8355080,31565548,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:30.460,65,EXP001,M001,memory_intensive,1.0,18.2,4.0,1.7,18.14,47.5,56.7,6685.45,7100.64,0.0,19.4,396.38,0.0,0.0,5.4,0.0205,0.002,8355094,31565655,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:31.463,66,EXP001,M001,memory_intensive,1.0027,13.7,4.0,1.7,13.74,39.4,56.8,6688.47,7083.92,0.0,19.4,396.38,0.0,0.0,5.4,0.0331,0.0097,8355123,31565810,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:32.460,67,EXP001,M001,memory_intensive,0.9973,13.7,4.0,1.7,13.73,40.4,56.5,6662.0,7123.97,0.0,19.4,396.38,0.0,0.705,5.4,0.0294,0.0029,8355152,31565951,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:33.455,68,EXP001,M001,memory_intensive,0.9954,17.2,4.0,1.73,17.19,44.4,56.6,6670.23,7110.05,0.0,19.4,396.38,0.0,0.0,5.4,0.0334,0.0029,8355176,31566108,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:34.458,69,EXP001,M001,memory_intensive,1.0025,14.3,4.0,1.73,14.46,40.4,56.6,6673.97,7104.42,0.0,19.4,396.38,0.0,0.0,5.4,0.0166,0.0039,8355199,31566227,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:35.460,70,EXP001,M001,memory_intensive,1.0021,14.1,4.0,1.73,14.05,39.0,56.7,6693.59,7089.09,0.0,19.4,396.38,0.0,0.0,5.4,0.0175,0.0019,8355219,31566325,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:36.466,71,EXP001,M001,memory_intensive,1.0063,15.6,4.0,1.73,15.68,43.4,56.8,6694.78,7080.88,0.0,19.4,396.38,0.0,0.0,5.4,0.0932,0.0078,8355249,31566716,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:37.460,72,EXP001,M001,memory_intensive,0.9937,15.0,4.0,1.73,15.04,43.0,56.7,6685.34,7097.48,0.0,19.4,396.38,0.0983,0.3341,5.4,0.0265,0.0029,8355281,31566849,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:38.455,73,EXP001,M001,memory_intensive,0.9952,18.6,4.0,2.07,18.5,38.6,56.7,6691.19,7086.16,0.0,19.4,396.38,0.0,0.0,5.4,0.0255,0.0078,8355330,31566989,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:39.460,74,EXP001,M001,memory_intensive,1.0044,14.4,4.0,2.07,14.57,42.4,56.7,6689.67,7093.47,0.0,19.4,396.38,0.0,0.0,5.4,0.0263,0.0039,8355371,31567120,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:40.460,75,EXP001,M001,memory_intensive,1.0004,24.1,4.0,2.07,24.02,52.0,56.7,6689.67,7093.47,0.0,19.4,396.38,0.0508,4.1859,5.4,0.0166,0.0068,8355399,31567211,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:41.466,76,EXP001,M001,memory_intensive,1.0063,13.6,4.0,2.07,13.6,42.4,56.5,6652.08,7125.02,0.0,19.4,396.38,0.0,0.4697,5.4,0.0349,0.0165,8355445,31567372,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:42.460,77,EXP001,M001,memory_intensive,0.9937,11.6,4.0,2.07,11.64,37.4,56.5,6652.08,7125.02,0.0,19.4,396.38,0.0,0.0,5.4,0.0138,0.001,8355457,31567448,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:43.460,78,EXP001,M001,memory_intensive,1.0,12.3,4.0,2.06,12.4,39.4,56.4,6640.92,7145.06,0.0,19.4,396.38,0.0273,0.0,5.4,0.0254,0.0029,8355481,31567569,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:44.457,79,EXP001,M001,memory_intensive,0.9972,13.1,4.0,2.06,13.06,42.0,56.4,6629.28,7149.78,0.0,19.4,396.38,0.0,0.0,5.4,0.0255,0.002,8355499,31567691,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:45.455,80,EXP001,M001,memory_intensive,0.9979,21.5,4.0,2.06,21.56,47.5,56.8,6700.03,7077.38,0.0,19.4,396.38,0.0157,0.7046,5.4,0.0323,0.0206,8355539,31567868,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:46.466,81,EXP001,M001,memory_intensive,1.0111,14.0,4.0,2.06,14.07,41.0,56.6,6668.09,7114.8,0.0,19.4,396.38,0.0,0.0,5.4,0.0415,0.0077,8355569,31568021,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:47.456,82,EXP001,M001,memory_intensive,0.9892,16.7,4.0,2.06,16.69,45.4,56.6,6668.09,7114.8,0.0,19.4,396.38,0.0,0.0039,5.4,0.0197,0.003,8355588,31568128,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:48.456,83,EXP001,M001,memory_intensive,1.0006,14.0,4.0,2.22,14.02,45.5,56.2,6612.62,7174.12,0.0,19.4,396.38,0.0,0.6715,5.4,0.0195,0.001,8355609,31568217,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:49.460,84,EXP001,M001,memory_intensive,1.004,14.0,4.0,2.22,14.09,38.8,56.3,6621.38,7152.3,0.0,19.4,396.38,0.0,0.0,5.4,0.0282,0.0029,8355631,31568361,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:50.460,85,EXP001,M001,memory_intensive,0.9999,13.0,4.0,2.22,12.98,38.4,56.4,6628.36,7148.33,0.0,19.4,396.38,0.0,0.0039,5.4,0.0322,0.0195,8355677,31568527,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:51.466,86,EXP001,M001,memory_intensive,1.0063,16.5,4.0,2.22,16.48,42.0,56.4,6644.17,7140.16,0.0,19.4,396.38,0.0078,0.2368,5.4,0.034,0.0097,8355713,31568681,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:52.460,87,EXP001,M001,memory_intensive,0.9935,13.7,4.0,2.22,13.7,38.0,56.5,6648.14,7133.16,0.0,19.4,396.38,0.0,0.0,5.4,0.0206,0.0029,8355733,31568783,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:53.460,88,EXP001,M001,memory_intensive,1.0002,19.5,4.0,2.12,19.5,46.5,56.4,6638.33,7142.3,0.0,19.4,396.38,0.0195,0.0703,5.4,0.0215,0.0068,8355763,31568885,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:54.458,89,EXP001,M001,memory_intensive,0.9983,14.4,4.0,2.12,14.49,39.4,56.3,6620.58,7163.28,0.0,19.4,396.38,0.0,0.0,5.4,0.0157,0.002,8355782,31568966,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:55.460,90,EXP001,M001,memory_intensive,1.0017,12.1,4.0,2.12,12.07,38.4,56.1,6584.72,7196.36,0.0,19.4,396.38,0.0,0.0039,5.4,0.0214,0.0078,8355814,31569091,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:56.462,91,EXP001,M001,memory_intensive,1.0014,14.3,4.0,2.12,14.38,40.8,56.5,6642.58,7132.78,0.0,19.4,396.38,1.9308,0.0039,5.4,0.0302,0.0254,8355873,31569231,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:57.461,92,EXP001,M001,memory_intensive,0.9986,15.4,4.0,2.12,15.55,45.0,56.4,6639.28,7143.42,0.0,19.4,396.38,0.1213,0.0078,5.4,0.0156,0.0078,8355904,31569326,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:58.460,93,EXP001,M001,memory_intensive,1.0,16.1,4.0,2.11,16.06,43.4,56.2,6608.3,7174.16,0.0,19.4,396.38,0.0,0.0,5.4,0.0176,0.002,8355925,31569423,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:46:59.459,94,EXP001,M001,memory_intensive,0.9985,13.4,4.0,2.11,13.53,41.0,56.2,6602.28,7179.72,0.0,19.4,396.38,0.0,0.0039,5.4,0.0137,0.002,8355946,31569509,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:47:00.460,95,EXP001,M001,memory_intensive,1.0015,11.6,4.0,2.11,11.61,38.8,56.2,6598.44,7181.72,0.0,19.4,396.38,0.0,0.0,5.4,0.0371,0.0078,8355974,31569654,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:47:01.465,96,EXP001,M001,memory_intensive,1.0044,11.1,4.0,2.11,11.12,39.0,56.3,6621.16,7160.95,0.0,19.4,396.38,0.0,0.0,5.4,0.0233,0.0078,8356008,31569776,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:47:02.460,97,EXP001,M001,memory_intensive,0.9956,66.0,4.0,2.11,66.16,79.6,56.3,6621.16,7160.95,0.0,19.4,396.38,3.3194,1.0594,5.4,0.1334,0.0314,8356149,31570000,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:47:03.460,98,EXP001,M001,memory_intensive,1.0,78.7,4.0,4.1,78.87,97.0,59.1,7089.5,6698.56,0.0,19.4,396.38,4.4334,4.8318,5.4,0.4463,0.042,8356383,31570459,0,0,0,0,EXP001_M001_memory_intensive.csv
2026-08-23T11:47:04.460,99,EXP001,M001,memory_intensive,0.9999,79.2,4.0,4.1,79.28,98.0,61.3,7443.94,6343.23,0.0,19.4,396.38,0.1836,4.4925,5.4,0.334,0.0205,8356512,31570840,0,0,0,0,EXP001_M001_memory_intensive.csv
